path,file_size,id,name,description,uri,browse_file_formats,materials,polygons,vertex,is_rigged,is_animated,license,quality,software_for_import,categories,tags
n,10.8 MB,20490,Office Interior Design Scene 3D Model,Download Office Interior Design 3d Max Model Free in .3ds .Max Zip files – ID20490. Thousands Free 3D Max Models of Office Space 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/office-interior-design-3d-max-model-free-2_20490.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Furniture,Design|Interior|Office|office space|scene|space
n,12.3 MB,7075,Sci-fi Downtown City Scene 3D Model,Free Download Sci-fi Downtown City Free 3d Model file Zip| Rar in .obj format – ID7075. Download Free 3D Max Models of | Sci| Fi| Downtown| City| Architecture| Hexagon| Daz 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/sci-fi-downtown-city-free-3d-model_7075.html,Daz|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Exterior Scenes|Architecture,anim8or|Building|City|Cityscape|Cityscapes|downtown|fi|herminio|hexagon|nieves|scene|sci|Sci-Fi
n,11.1 MB,20942,Interior Scene Hotel Corridor 3D Model,Download 3d Max Model Interior Scene Hotel Corridor in .3ds .Max Zip files – ID20942. Thousands Free 3D Max Models of Staircases 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/3d-max-model-interior-scene-hotel-corridor_20942.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Building Components|Furniture,Corridor|Handrail|Hotel|Interior|scene|Stair|Stair & Handrail|staircases|Stairs
n,2.1 MB,178716,Playground Children Park 3D Model,Free 3D Model Playground Children Park| free download ID178716. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to 3d objects| and amusement park 3d model| playground equipment 3d model| outdoor toys 3d model| playground slide 3d model| amusement equipment 3d model| 3d elements. Get this Misc| Sport 3d models for 3d architecture visualization| 3d design| cg artwork or 3d rendering. A lot of low poly 3d models| vray materials| textures| rigged and animation are good to import them to your 3d scenes or 3d printing. .,https://open3dmodel.com/3d-models/3d-model-playground-children-park_178716.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Garden Components|Misc|Site Components|Sport,Amusement|amusement equipment|amusement park|Children|Equipment|Outdoor|Outdoor toys|Park|Playground|Playground equipment|playground slide|slide|toys
n,70.8 MB,6819,Pilot 3D Model,Free Download Pilot Free 3d Model file Zip| Rar in .3ds| .obj| .max| .fbx format – ID6819. Download Free 3D Max Models of | Female| Woman| Gun| Astronaut| Space| Suit| Helmet 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/pilot-free-3d-model-2_6819.html,3ds|Fbx|Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Weapon,astronaut|Characters|Female|Gun|helmet|Human|Military|People|pilot|space|suit|Woman
n,945.3 KB,296143,Grass Field Module 3D Model,Free 3D Model Grass Field Module| free download ID296143. File available in: Autodesk 3D Studio (.3ds)| Cinema 4D (.c4d)| Maya (.ma| .mb)| Object (.obj) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/grass-field-module_296143.html,3ds|C4d|Ma, Mb|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,Field|Grass|module|Plant|Plants|Tree|Trees
n,13.6 MB,307292,Mercedes Benz G500 Car 3D Model,Free 3D Mercedes Benz G500 Car Model| free download ID307292. File available in: Rhino 3D (.3dm)| Autodesk 3D Studio (.3ds)| Collada (.dae)| Autodesk FBX (.fbx)| Maya (.ma| .mb)| Object (.obj)| Sketchup (.skp) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/mercedes-benz-g500-car_307292.html,3dm|3ds|Dae|Fbx|Ma, Mb|Obj|Skp,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,benz|Car|G500|Helendwagen|Mercedes|Mercedes Benz|MercedesBenz|Transport
n,13.1 MB,20908,Hotel Double Bedroom Interior Scene 3D Model,Download Hotel Double Bedroom Interior 3d Max Model Scene Free in .3ds .Max Zip files – ID20908. Thousands Free 3D Max Models of Bedroom 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/hotel-double-bedroom-interior-3d-max-model-scene_20908.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Bedroom Furniture|Furniture,Bedroom|Double|Hotel|Interior|scene
n,3.9 MB,5879,Old Farm House Free 3D Model,Free Download Old Farm House Free 3d Model file in .ZIP .obj| .mb| .fbx format – ID5879. Download Free 3D Max Models of Farm| House| Home| Building| Architecture| Cabin| Collection| Structure 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/old-farm-house-free-3d-model_5879.html,Fbx|Ma, Mb|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Low Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture,Building|Cabin|City|dirty|farm|Game|Home|House|Low|Low Poly|Lowpoly|Old|Poly|rural|Structure|villa|Village|Wood|Wooden
n,2.0 MB,130202,Yoko Littner In Gurren Lagann 3D Model,Free 3D Model of Yoko Littner In Gurren Lagann ID130202 for free download| files available in: Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-yoko-littner-in-gurren-lagann_130202.html,Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Game Characters|Weapon,Character|fictional|Fictional Character|Fighter|Game|Game Character|Girl|Gurren|Human|Lagann|Littner|Military|Yoko
n,1.9 MB,21044,Deluxe Double Bed 3D Model,Download Deluxe Double Bed 3d Max Model Free in .3ds .Max Zip files – ID21044. Thousands Free 3D Max Models of Bed 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/deluxe-double-bed-3d-max-model-free-2_21044.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Bedroom Furniture|Furniture,Bed|Bedroom|Deluxe|Double
n,167.2 KB,476882,Base Character Rigged 3D Model,Free 3D Base Character Rigged Model for download| available in: Blender (.blend) formats. File size: 167.2 KB| ID476882. This 3d assets contains textures| material with polygon shapes related to 3d ,https://open3dmodel.com/3d-models/base-character-rigged_476882.html,Blend,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,Yes,Yes,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Animate|Animated|base|Character|Characters|Ready|Rig|Rigged|to
n,15.6 MB,861,Sofa 3D Model,Download Free Sofa 3D Model ID861 (.3ds &.gsm files). Thousands Free Sofa| Couch| Divan 3DS Max Models & 3D Objects| Free 3D Models Download for Exterior & Interior 3D Visualization.,https://open3dmodel.com/3d-models/sofa-3d-model-2_861.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Furniture,Chair|Chair Sofa & Table|Couch|divan|Sofa|Table
n,914.6 KB,125966,Beauty Police Woman 3D Model,Free 3D Model of Beauty Sexy Police Woman ID125966 for free download| files available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-sexy-police-woman_125966.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters|Vehicles,Characters|Female|Girl|Human|Police|Woman|Women|Women characters
n,4.9 MB,8319,Dodge Challenger Car 3D Model,Download Free 3D Model of Dodge Challenger Car| files available in: formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/dodge-challenger-car-2_8319.html,Blend,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,Car|Cars|challenger|Dodge|Vehicles
n,34.6 MB,3380,Bmw Car 3D Model,Free BMW Car 3D Model ID3380 for Free Download in .3DS & .Gsm Zip Files. Download freebies 3dsMax Models of Car| Automobile| Bmw 3D Objects| 3D Models free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/bmw-car-3d-model_3380.html,3ds|Gsm,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,automobile|Bmw|Car|Cars|motor|Motor Car
n,25.6 MB,6825,Batman 3D Model,Download Free 3D Model of Batman| files available in: Lightwave (.lwo)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/batman_6825.html,Lwo|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,arkham|armored|asylum|batman|Characters|hero|People|superhero
n,7.1 MB,19967,Exterior Tree 3D Model,Download Exterior Tree 3dsMax Model in .3ds .Max Zip files – ID19967. Thousands Free 3D Max Models of Plant 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/exterior-tree-3dsmax-model_19967.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,exterior|Plant|Plants|Tree|Trees
n,772.5 KB,119530,Anime Girl With Pink Hair 3D Model,Free 3D Model of Anime Girl With Pink Hair ID119530 for free download| files available in: 3D Studio Max (.max)| Object File (.obj)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-anime-girl-with-pink-hair_119530.html,Max|Obj|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anime characters|Characters,Anime|Characters|Female|Female Characters|Girl|Girl Characters|hair|Human|pink
n,159.8 KB,6932,Low Poly Deer 3D Model,Free Download Low Poly Deer Free 3d Model file Zip| Rar in .obj| .c4d format – ID6932. Download Free 3D Max Models of | Deer| Low| Poly| Animals| | 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/low-poly-deer-free-3d-model_6932.html,C4d|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Low Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Land Animals|Nature,animals|Deer|Low|Low Poly|Lowpoly|Poly
n,3.1 MB,16263,Simple Bonsai Plant 3D Model,Download Simple Bonsai Plant 3d Max Model Free in .3ds .Max Zip files – ID16263. Thousands Free 3D Max Models of Plant 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/simple-bonsai-plant-3d-max-model-free_16263.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,Bonsai|elements|Garden|Garden Elements|Minimalist|Plant|Plants|Simple
n,127.8 KB,179276,Human Skull 3D Model,Free 3D Model Human Skull| free download ID179276. File available in: Object File (.obj) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/3d-model-human-skull_179276.html,Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anatomy|Characters|Misc,anatomy|Bone|Hospital|Human|Human anatomy|Skeleton|Skull
n,57.9 MB,6837,Talia Female Character 3D Model,Download Free 3D Model of Talia Female Character| files available in: Cinema 4D (.c4d)| Collada (.dae)| Autodesk FBX (.fbx)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/talia-female-character_6837.html,C4d|Dae|Fbx|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,arkham|batma|Character|Characters|Female|origins|People|talia
n,46.1 MB,36244,Elexis Sinclaire Bikini 3D Model,3D Model Elexis Sinclaire Bikini| files available in: Maya (.ma| .mb)| 3D Studio Max (.max)| Object File (.obj). Archive file containts bikini and Female characters 3d models. Free download this 3d object to import to your Characters 3d scene| or 3d printing. Great stuffs & materials for 3d design related to architecture visualization| cg visual effects| cg artwork| 3d rendering working.,https://open3dmodel.com/3d-models/elexis-sinclaire-bikini_36244.html,Ma, Mb|Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Bikini|Characters|elexis|Female|Female Characters|Girl|Human|Sinclaire|Underwear|Woman
n,440.3 KB,7059,Skyscraper Exterior Scene 3D Model,Free Download Skyscraper Free 3d Model file Zip| Rar in .3ds| .3dm format – ID7059. Download Free 3D Max Models of | Skyscraper| Office| Tower| Architecture| | 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/skyscraper-free-3d-model_7059.html,3ds,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Exterior Scenes|Architecture,exterior|Office|scene|Skyscraper|Tower
n,3.3 MB,45900,Bmw M3 Gtr 3D Model,Free 3D Model of Bmw M3 Gtr ID45900 for free download| files available in: Autodesk 3D Studio (.3ds)| Cinema 4D (.c4d)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-bmw-m3-gtr_45900.html,3ds|C4d|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,Bmw|Car|Cars|gtr|m3|Race|Race car|Racing|Sports|Sports Car
n,1.8 MB,6889,Suit Man 3D Model,Download Free 3D Model of Suit Man| files available in: Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/suit-man_6889.html,Blend|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,Characters|devil|dmc|doorman|Human|Male|Man|People|suit
n,168.1 KB,110302,Fifa World Cup Trophy 3D Model,Free 3D Model of Fifa World Cup Trophy ID110302 for free download| files available in: Autodesk FBX (.fbx)| 3D Studio Max (.max)| Object File (.obj)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-fifa-world-cup-trophy_110302.html,Fbx|Max|Obj|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Misc|Sport,Cup|Equipment|FIFA|sport|Sport equipment|Trophy|world
n,904.9 KB,6868,Sheep 3D Model,Free Download Sheep Free 3d Model file Zip| Rar in .3ds| .Max format – ID6868. Download Free 3D Max Models of Sheep| Lamb| Goat| Ram| Animals 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/sheep-free-3d-model_6868.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Animal|Farm Animals|Land Animals|Nature,animals|Goat|lamb|ram|Sheep
n,278.6 KB,306623,Glock Hand Gun Weapon 3D Model,Free 3D Glock Hand Gun Weapon Model| free download ID306623. File available in: Rhino 3D (.3dm)| Blender (.blend)| Collada (.dae)| Autodesk FBX (.fbx)| Object (.obj) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/glock-hand-gun-weapon-2_306623.html,3dm|Blend|Dae|Fbx|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Weapon,Attack|Battle|Glock|Gun|hand|weapon|Weapons
n,30.5 MB,20127,Luxury Living Room Interior Scene 3D Model,Download Luxury Living Room 3d Max Model Scene in .3ds .Max Zip files – ID20127. Thousands Free 3D Max Models of Living Room 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/luxury-living-room-3d-max-model-scene_20127.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Furniture,Interior|Living|Living Room|Luxury|Room|scene
n,2.9 MB,127045,Anime Girl With Sword 3D Model,Free 3D Model of Anime Girl With Sword ID127045 for free download| files available in: 3D Studio Max (.max)| Object File (.obj)| Vray (Materials & Settings) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/3d-model-anime-girl-with-sword_127045.html,Max|Obj|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Anime characters|Characters|Fantasy Characters|Weapon,Anime|Characters|Female|Female Characters|Fighter|Girl|Girl Characters|Human|Military|Sword|Swords
n,2.6 MB,17335,Simple Living Room Interior Scene 3D Model,Download Simple Living Room 3d Max Model Interior Scene in .3ds .Max Zip files – ID17335. Thousands Free 3D Max Models of Living Room 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/simple-living-room-3d-max-model-interior-scene_17335.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Furniture,Interior|Living|Living Room|Minimalist|Room|scene|Simple
n,10.2 MB,16273,Pine Tree 3D Model,Download Pine Tree 3d Max Model Free in .3ds .Max Zip files – ID16273. Thousands Free 3D Max Models of Plant 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/pine-tree-3d-max-model-free_16273.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,elements|Garden|Garden Elements|Pine|Plant|Plants|Tree|Trees
n,4.3 MB,123365,Ford Transit Van Vehicle 3D Model,Free 3D Model Ford Transit Van Vehicle| free download ID123365. File available in: 3D Studio Max (.max)| Vray (Materials & Settings) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/ford-transit-van-vehicle_123365.html,Max|Vray,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,commercial|Commercial vehicle|Ford|transit|Transport|Van|Vehicle
n,75.6 MB,9645,Us Assault Battlefield Character 3D Model,Free Download Us Assault Battlefield Character 3d Model file Zip| Rar in .obj| .max format – ID9645. Download Free 3D Max Models of Battlefield| Bf4| Assault| Soldier| Characters 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/us-assault-battlefield-character-3d-model_9645.html,Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Characters,assault|battlefield|bf4|Character|Characters|Military|People|Soldier|us
n,9.0 MB,19294,Bedroom Design Interior Scene 3D Model,Download Bedroom Design 3d Max Model Free in .3ds .Max Zip files – ID19294. Thousands Free 3D Max Models of Bedroom 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/bedroom-design-3d-max-model-free_19294.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,3D Interior Scenes|Architecture|Bedroom Furniture|Furniture,Bedroom|Design|Interior|scene
n,5.8 MB,307153,Audi A3 Sedan Car 2017 3D Model,Free 3D Audi A3 Sedan Car 2017 Model| free download ID307153. File available in: Maya (.ma| .mb)| Sketchup (.skp) formats. This 3d stuff contains the polygons| vertexs and shapes related to ,https://open3dmodel.com/3d-models/audi-a3-sedan-car-2017_307153.html,Ma, Mb|Skp,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Vehicles,2017|a3|Audi|Car|Sedan|Transport
n,260.0 KB,9508,Minecraft Diamond Sword 3D Model,Download Free 3D Model of Minecraft Diamond Sword| files available in: Cinema 4D (.c4d)| Autodesk FBX (.fbx)| 3D Studio Max (.max)| Object File (.obj) formats. This file contains the shapes look like to ,https://open3dmodel.com/3d-models/minecraft-diamond-sword_9508.html,C4d|Fbx|Max|Obj,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Weapon,cube|Diamond|Military|minecraft|pixel|Sword|Swords|Weapons
n,174.3 MB,17775,Road Highway 3D Model,Download Road Highway 3d Max Model in .3ds .Max Zip files – ID17775. Thousands Free 3D Max Models of Road And Bridge 3D Objects| a lot of 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/road-highway-3d-max-model_17775.html,3ds|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Architecture|Site Components,Bridge|Building|highway|Road|road and bridge
n,1.1 MB,6410,Palm 3D Model,Free Palm 3D Model ID6410 for Free Download in (.gsm & .3ds & .max) Zip Files. Freebies 3dsMax Models of Palm| House Plant| Plant 3D Objects| 3D Models download free for your 3D Visualization & 3D Printing.,https://open3dmodel.com/3d-models/palm-3d-model-6_6410.html,3ds|Gsm|Max,.Jpg| .Mtl for Vray| Mental Ray| Corona,N/A,N/A,No,No,Non-commercial,Medium Poly,3ds Max| Maya| Cinema 4D| Sketchup| ,Nature|Plants & Trees,House|house plant|Palm|Plant|Plants
